name,car_type,version,kms_driven,ownership_status,oil_type,down_payment,original_price,reduced_price,City
2013 Maruti Wagon R 1.0,VXI,Manual,"38,106 km",1st Owner,Petrol,"₹5,572/month","₹2,96,000","₹2,85,000",New Delhi
2017 Maruti Swift,VXI O,Manual,"96,911 km",1st Owner,Petrol,"₹8,348/month","₹4,43,000","₹4,27,000",New Delhi
2016 Hyundai Verna,FLUIDIC 4S 1.6 VTVT SX,Manual,"50,206 km",2nd Owner,Petrol,"₹11,496/month","₹6,10,000","₹5,88,000",New Delhi
2016 Maruti Wagon R 1.0,VXI AMT,Automatic,"91,710 km",2nd Owner,Petrol,"₹6,549/month","₹3,50,000","₹3,35,000",New Delhi
2022 Renault Kiger,RXZ TURBO CVT,Automatic,"13,419 km",1st Owner,Petrol,"₹17,055/month","₹11,04,000","₹8,96,000",New Delhi
2018 Volkswagen Ameo,HIGHLINE PLUS 1.5L AT 16 ALLOY,Automatic,"52,041 km",1st Owner,Diesel,"₹13,157/month","₹7,05,000","₹6,73,000",New Delhi
2018 Maruti Celerio,ZXI,Manual,"19,717 km",1st Owner,Petrol,"₹8,289/month","₹4,63,000","₹4,24,000",New Delhi
2020 Tata Harrier,XZ PLUS 2.0L DARK EDITION,Manual,"52,809 km",1st Owner,Diesel,"₹29,598/month","₹16,93,000","₹15,55,000",New Delhi
2019 Maruti New Wagon-R,LXI CNG 1.0,Manual,"1,01,962 km",1st Owner,CNG,"₹9,013/month","₹4,76,000","₹4,61,000",New Delhi
2022 Maruti IGNIS,SIGMA 1.2,Manual,"11,759 km",1st Owner,Petrol,"₹10,010/month","₹5,48,000","₹5,12,000",New Delhi
2016 Honda City,1.5L I-VTEC VX,Manual,"41,250 km",1st Owner,Petrol,"₹13,959/month","₹7,96,000","₹7,14,000",New Delhi
2021 Mahindra Scorpio,S7,Manual,"19,439 km",1st Owner,Diesel,"₹29,008/month",N/A,"₹15,24,000",New Delhi
2018 Maruti Ciaz,ZETA AT 1.5  SHVS PETROL,Automatic,"1,08,941 km",2nd Owner,Petrol,"₹13,431/month","₹7,95,000","₹6,87,000",New Delhi
2016 Maruti Baleno,DELTA PETROL 1.2,Manual,"66,672 km",1st Owner,Petrol,"₹9,071/month","₹5,17,000","₹4,64,000",New Delhi
2016 Maruti Baleno,DELTA PETROL 1.2,Manual,"84,522 km",1st Owner,Petrol,"₹8,856/month","₹5,04,000","₹4,53,000",New Delhi
2020 Tata NEXON,XZ PLUS DIESEL,Manual,"49,718 km",1st Owner,Diesel,"₹16,232/month","₹8,87,000","₹8,52,800",New Delhi
2018 Maruti Alto K10,VXI,Manual,"37,107 km",2nd Owner,Petrol,"₹6,139/month","₹3,42,000","₹3,14,000",New Delhi
2017 Maruti Baleno,DELTA PETROL 1.2,Manual,"18,463 km",1st Owner,Petrol,"₹10,323/month","₹5,84,000","₹5,28,000",New Delhi
2020 Renault Kwid,NEOTECH RXL 0.8,Manual,"10,491 km",1st Owner,Petrol,"₹8,407/month",N/A,"₹4,30,000",New Delhi
2021 Honda Amaze,1.2L I-VTEC S,Manual,"16,056 km",1st Owner,Petrol,"₹12,395/month","₹7,61,000","₹6,34,000",New Delhi
2022 KIA CARENS,LUXURY PLUS 1.4 PETROL 6 STR,Manual,"9,041 km",1st Owner,Petrol,"₹30,930/month","₹16,99,000","₹16,25,000",New Delhi
2018 Maruti Ciaz,ZETA AT 1.5  SHVS PETROL,Automatic,"63,816 km",2nd Owner,Petrol,"₹14,389/month","₹7,97,000","₹7,36,000",New Delhi
2018 Maruti Dzire,LXI,Manual,"48,162 km",1st Owner,Petrol,"₹9,697/month","₹5,70,000","₹4,96,000",New Delhi
2019 Tata NEXON,XMA PETROL,Automatic,"69,317 km",2nd Owner,Petrol,"₹12,629/month","₹7,05,000","₹6,46,000",New Delhi
2019 Maruti Swift,VXI,Manual,"37,400 km",1st Owner,Petrol,"₹10,283/month","₹5,56,000","₹5,26,000",New Delhi
2019 Maruti Vitara Brezza,ZDI,Manual,"1,02,511 km",1st Owner,Diesel,"₹14,858/month","₹8,47,000","₹7,60,000",New Delhi
2017 Maruti Baleno,SIGMA PETROL 1.2,Manual,"22,956 km",1st Owner,Petrol,"₹9,247/month","₹5,21,000","₹4,73,000",New Delhi
2011 Maruti Wagon R 1.0,VXI,Manual,"75,861 km",1st Owner,Petrol,"₹3,441/month","₹1,81,000","₹1,76,000",New Delhi
2020 Hyundai Verna,SX 1.5 VTVT,Manual,"30,138 km",2nd Owner,Petrol,"₹17,721/month","₹9,59,000","₹9,31,000",New Delhi
2017 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"26,798 km",1st Owner,Petrol,"₹9,599/month","₹5,08,000","₹4,91,000",New Delhi
2017 Honda Amaze,1.2L I-VTEC S,Manual,"31,433 km",1st Owner,Petrol,"₹8,504/month","₹5,11,000","₹4,35,000",New Delhi
2020 Tata Tiago,XZ PLUS PETROL,Manual,"42,882 km",1st Owner,Petrol,"₹11,437/month","₹6,07,000","₹5,85,000",New Delhi
2011 Volkswagen Vento,COMFORTLINE 1.6,Manual,"61,436 km",2nd Owner,Petrol,"₹4,712/month","₹2,46,000","₹2,41,000",New Delhi
2022 Mahindra XUV 3OO,W8 (O) 1.5 DIESEL AMT,Automatic,"18,160 km",1st Owner,Diesel,"₹22,536/month","₹12,87,000","₹11,84,000",New Delhi
2018 Maruti Vitara Brezza,ZDI AMT,Automatic,"69,943 km",1st Owner,Diesel,"₹14,389/month","₹7,82,000","₹7,36,000",New Delhi
2016 Maruti Celerio,VXI AMT,Automatic,"98,397 km",1st Owner,Petrol,"₹6,960/month","₹4,05,000","₹3,56,000",New Delhi
2016 Maruti Swift,VXI,Manual,"58,408 km",1st Owner,Petrol,"₹8,094/month","₹4,34,000","₹4,14,000",New Delhi
2017 Hyundai Elite i20,SPORTZ 1.2,Manual,"68,751 km",2nd Owner,Petrol,"₹10,362/month","₹5,42,000","₹5,30,000",New Delhi
2019 Jeep Compass,LIMITED 2.0 DIESEL,Manual,"8,541 km",1st Owner,Diesel,"₹28,209/month","₹16,49,000","₹14,82,000",New Delhi
2022 Renault Kwid,RXT 1.0 AMT,Automatic,"16,209 km",1st Owner,Petrol,"₹10,283/month","₹5,97,000","₹5,26,000",New Delhi
2019 Maruti XL6,ALPHA AT,Automatic,"62,248 km",1st Owner,Petrol,"₹16,617/month","₹9,48,000","₹8,73,000",New Delhi
2017 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT,Manual,"56,502 km",1st Owner,Petrol,"₹8,622/month","₹4,49,000","₹4,41,000",New Delhi
2020 Ford FREESTYLE,FLAIR EDITION 1.2 PETROL,Manual,"23,819 km",1st Owner,Petrol,"₹12,121/month","₹6,39,000","₹6,20,000",New Delhi
2020 Renault Kwid,RXT 0.8,Manual,"38,082 km",2nd Owner,Petrol,"₹7,077/month","₹3,98,000","₹3,62,000",New Delhi
2017 Honda WR-V,1.2L I-VTEC VX MT,Manual,"56,139 km",1st Owner,Petrol,"₹13,118/month","₹7,33,000","₹6,71,000",New Delhi
2019 Tata Harrier,XZ DARK EDITION,Manual,"52,860 km",2nd Owner,Diesel,"₹24,516/month","₹14,18,000","₹12,88,000",New Delhi
2015 Hyundai Creta,S 1.6 PETROL,Manual,"62,617 km",2nd Owner,Petrol,"₹13,255/month","₹7,27,000","₹6,78,000",New Delhi
2018 Tata Tiago,XE PETROL,Manual,"47,846 km",1st Owner,Petrol,"₹7,683/month","₹4,04,000","₹3,93,000",New Delhi
2018 Maruti Baleno,DELTA PETROL 1.2,Manual,"97,583 km",1st Owner,CNG,"₹10,225/month","₹5,49,000","₹5,23,000",New Delhi
2017 Maruti Wagon R 1.0,LXI CNG,Manual,"98,707 km",1st Owner,CNG,"₹6,608/month","₹3,60,000","₹3,38,000",New Delhi
2018 Renault Kwid,RXT 1.0 AMT (O),Automatic,"33,105 km",1st Owner,Petrol,"₹6,999/month",N/A,"₹3,58,000",New Delhi
2018 Maruti Baleno,ALPHA DIESEL 1.3,Manual,"89,202 km",2nd Owner,Diesel,"₹10,772/month","₹6,13,000","₹5,51,000",New Delhi
2020 Honda WR-V,1.5L I-DTEC VX MT,Manual,"89,969 km",1st Owner,Diesel,"₹14,741/month","₹8,28,000","₹7,54,000",New Delhi
2015 Maruti Wagon R 1.0,VXI,Manual,"65,977 km",1st Owner,Petrol,"₹5,787/month","₹3,39,000","₹2,96,000",New Delhi
2016 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"29,435 km",1st Owner,CNG,"₹8,328/month","₹4,57,000","₹4,26,000",New Delhi
2019 Maruti Baleno,ZETA PETROL 1.2,Manual,"36,861 km",1st Owner,Petrol,"₹12,453/month","₹6,84,000","₹6,37,000",New Delhi
2016 Honda Amaze,1.2L I-VTEC SX,Manual,"1,08,133 km",1st Owner,Petrol,"₹7,488/month","₹4,26,000","₹3,83,000",New Delhi
2020 Hyundai GRAND I10 NIOS,SPORTZ AMT 1.2 KAPPA VTVT,Automatic,"18,253 km",2nd Owner,Petrol,"₹12,903/month","₹7,00,000","₹6,60,000",New Delhi
2017 Hyundai Eon,ERA PLUS (O),Manual,"30,119 km",1st Owner,Petrol,"₹6,315/month","₹3,32,000","₹3,23,000",New Delhi
2022 Tata Tiago,XZ PLUS CNG,Manual,"17,447 km",1st Owner,CNG,"₹13,353/month","₹7,96,000","₹6,83,000",New Delhi
2020 KIA SELTOS,HTK PLUS AT 1.5 DIESEL,Automatic,"82,433 km",1st Owner,Diesel,"₹22,403/month","₹12,24,000","₹11,77,000",New Delhi
2011 Maruti Swift,LXI,Manual,"21,840 km",1st Owner,Petrol,"₹4,497/month","₹2,75,000","₹2,30,000",New Delhi
2019 Hyundai VENUE,SX PLUS 1.0 TURBO DCT,Automatic,"79,667 km",1st Owner,Petrol,"₹17,460/month","₹9,73,000","₹9,17,300",New Delhi
2022 Maruti New Wagon-R,VXI CNG 1.0,Manual,"51,522 km",1st Owner,CNG,"₹12,356/month","₹6,57,000","₹6,32,000",New Delhi
2020 Maruti Baleno,DELTA PETROL 1.2,Manual,"13,737 km",1st Owner,Petrol,"₹12,688/month","₹6,97,000","₹6,49,000",New Delhi
2017 Honda WR-V,1.2L I-VTEC VX MT,Manual,"85,482 km",1st Owner,Petrol,"₹12,649/month","₹6,82,000","₹6,47,000",New Delhi
2018 Ford Ecosport,TITANIUM + 1.5L DIESEL,Manual,"92,274 km",1st Owner,Diesel,"₹12,375/month","₹6,79,000","₹6,33,000",New Delhi
2021 Toyota YARIS,G MT,Manual,"23,747 km",1st Owner,Petrol,"₹17,016/month","₹11,04,000","₹8,94,000",New Delhi
2018 Maruti Baleno,ALPHA PETROL 1.2,Manual,"41,114 km",2nd Owner,CNG,"₹11,750/month","₹6,55,000","₹6,01,000",New Delhi
2014 Honda Brio,S MT,Manual,"99,665 km",1st Owner,Petrol,"₹5,435/month","₹3,16,000","₹2,78,000",New Delhi
2019 Jeep Compass,LIMITED PLUS DIESEL 4X4,Manual,"35,191 km",1st Owner,Diesel,"₹28,989/month","₹16,91,000","₹15,23,000",New Delhi
2022 Tata PUNCH,ADVENTURE MT,Manual,"21,566 km",1st Owner,Petrol,"₹11,828/month","₹6,57,000","₹6,05,000",New Delhi
2012 Maruti Wagon R 1.0,VXI,Manual,"89,199 km",2nd Owner,Petrol,"₹3,734/month","₹2,02,000","₹1,91,000",New Delhi
2017 Hyundai Creta,SX PLUS AT 1.6 PETROL,Automatic,"31,687 km",1st Owner,Petrol,"₹17,302/month","₹10,17,000","₹9,09,000",New Delhi
2016 Maruti Alto 800,LXI,Manual,"34,615 km",1st Owner,Petrol,"₹4,692/month","₹2,66,000","₹2,40,000",New Delhi
2014 Hyundai Santro Xing,GL PLUS,Manual,"55,620 km",1st Owner,Petrol,"₹4,868/month","₹2,74,000","₹2,49,000",New Delhi
2011 Hyundai i10,MAGNA 1.2,Manual,"47,013 km",1st Owner,Petrol,"₹3,558/month","₹2,06,000","₹1,82,000",New Delhi
2012 Hyundai i10,MAGNA 1.2,Manual,"33,258 km",1st Owner,Petrol,"₹4,047/month","₹2,50,000","₹2,07,000",New Delhi
2019 Honda Amaze,1.2L I-VTEC E,Manual,"29,588 km",1st Owner,Petrol,"₹10,166/month","₹6,35,000","₹5,20,000",New Delhi
2020 Mahindra XUV 3OO,W6 1.5 DIESEL AMT,Automatic,"85,834 km",1st Owner,Diesel,"₹16,141/month","₹9,30,000","₹8,48,000",New Delhi
2017 Maruti Baleno,DELTA PETROL 1.2,Manual,"40,410 km",1st Owner,Petrol,"₹9,286/month","₹5,49,000","₹4,75,000",New Delhi
2018 Datsun Redi Go,S 1.0 AMT,Automatic,"37,399 km",1st Owner,Petrol,"₹6,178/month","₹3,99,000","₹3,16,000",New Delhi
2017 Maruti Baleno,DELTA PETROL 1.2,Manual,"65,537 km",1st Owner,Petrol,"₹8,993/month","₹5,14,000","₹4,60,000",New Delhi
2017 Maruti Baleno,DELTA PETROL 1.2,Manual,"25,403 km",2nd Owner,Petrol,"₹9,501/month","₹5,43,000","₹4,86,000",New Delhi
2016 Honda City,1.5L I-VTEC VX CVT,Automatic,"81,296 km",2nd Owner,Petrol,"₹12,727/month","₹7,18,000","₹6,51,000",New Delhi
2020 KIA SONET,GTX PLUS 1.5,Manual,"31,778 km",2nd Owner,Diesel,"₹18,596/month","₹10,35,000","₹9,77,000",New Delhi
2016 Honda City,1.5L I-VTEC VX,Manual,"78,853 km",1st Owner,Petrol,"₹13,411/month","₹7,27,000","₹6,86,000",New Delhi
2023 Maruti New Wagon-R,LXI 1.0,Manual,"3,524 km",1st Owner,Petrol,"₹13,568/month",N/A,"₹6,94,000",New Delhi
2022 Maruti BREZZA,ZXI SMART HYBRID,Manual,"17,103 km",1st Owner,Petrol,"₹20,462/month","₹11,71,000","₹10,75,000",New Delhi
2016 Hyundai Elite i20,MAGNA 1.2,Manual,"96,699 km",1st Owner,Petrol,"₹9,130/month","₹4,72,000","₹4,67,000",New Delhi
2021 Tata ALTROZ,XE DIESEL,Manual,"14,640 km",1st Owner,Diesel,"₹13,529/month","₹7,51,000","₹6,92,000",New Delhi
2016 Maruti Celerio,VXI,Manual,"46,987 km",1st Owner,Petrol,"₹6,217/month","₹3,47,000","₹3,18,000",New Delhi
2022 Renault TRIBER,RXT,Manual,"13,915 km",2nd Owner,Petrol,"₹13,157/month","₹7,48,000","₹6,73,000",New Delhi
2018 Maruti Celerio,VXI CNG,Manual,"79,923 km",1st Owner,CNG,"₹7,585/month","₹4,24,000","₹3,88,000",New Delhi
2017 Maruti Ciaz,DELTA 1.4 MT PETROL,Manual,"54,531 km",2nd Owner,Petrol,"₹11,965/month","₹6,29,000","₹6,12,000",New Delhi
2012 Toyota Etios Liva,G,Manual,"91,562 km",1st Owner,CNG,"₹4,457/month",N/A,"₹2,28,000",New Delhi
2011 Hyundai i10,MAGNA 1.2,Manual,"74,237 km",1st Owner,Petrol,"₹3,480/month","₹1,90,000","₹1,78,000",New Delhi
2014 Datsun Go,D,Manual,"97,917 km",1st Owner,Petrol,"₹3,382/month",N/A,"₹1,73,000",New Delhi
2019 Hyundai Verna,1.6 CRDI SX,Manual,"38,986 km",1st Owner,Diesel,"₹17,340/month","₹10,83,000","₹9,11,000",New Delhi
2019 Maruti New Wagon-R,LXI CNG 1.0,Manual,"74,173 km",1st Owner,CNG,"₹8,856/month","₹4,99,000","₹4,53,000",New Delhi
2020 Maruti Baleno,DELTA PETROL 1.2,Manual,"62,365 km",1st Owner,Petrol,"₹10,635/month","₹6,08,000","₹5,44,000",New Delhi
2022 Tata NEXON,XZ PLUS DIESEL SUNROOF,Manual,"24,562 km",1st Owner,Diesel,"₹21,604/month","₹12,44,000","₹11,35,000",New Delhi
2021 Honda Amaze,1.2L I-VTEC S,Manual,"27,642 km",1st Owner,Petrol,"₹13,118/month","₹7,15,000","₹6,71,000",New Delhi
2021 Mahindra XUV500,W7 AT,Automatic,"80,305 km",1st Owner,Diesel,"₹25,391/month","₹13,86,000","₹13,34,000",New Delhi
2019 Mahindra TUV300,T8,Manual,"83,459 km",1st Owner,Diesel,"₹14,272/month","₹7,65,000","₹7,30,000",New Delhi
2013 Honda City,S MT PETROL,Manual,"74,017 km",1st Owner,Petrol,"₹7,312/month","₹4,30,000","₹3,74,000",New Delhi
2018 Datsun Redi Go,S 1.0,Manual,"59,771 km",3rd Owner,Petrol,"₹4,262/month","₹2,34,000","₹2,18,000",New Delhi
2018 Maruti Alto K10,VXI,Manual,"24,278 km",1st Owner,Petrol,"₹6,647/month","₹3,56,000","₹3,40,000",New Delhi
2019 Maruti Baleno,DELTA PETROL 1.2,Manual,"30,519 km",1st Owner,Petrol,"₹10,792/month","₹6,82,000","₹5,52,000",New Delhi
2018 Maruti IGNIS,DELTA 1.2,Manual,"22,480 km",1st Owner,Petrol,"₹8,328/month","₹4,74,000","₹4,26,000",New Delhi
2015 Maruti Alto 800,LXI,Manual,"42,602 km",1st Owner,Petrol,"₹4,477/month","₹2,38,000","₹2,29,000",New Delhi
2019 Maruti New Wagon-R,LXI CNG 1.0,Manual,"62,416 km",1st Owner,CNG,"₹8,680/month","₹4,96,000","₹4,44,000",New Delhi
2019 Hyundai NEW SANTRO,MAGNA,Manual,"24,043 km",1st Owner,Petrol,"₹8,074/month","₹4,97,000","₹4,13,000",New Delhi
2022 Maruti Dzire,LXI,Manual,"9,216 km",1st Owner,Petrol,"₹12,004/month","₹6,49,000","₹6,14,000",New Delhi
2011 Toyota Corolla Altis,G PETROL,Manual,"1,18,769 km",2nd Owner,Petrol,"₹4,790/month","₹2,92,000","₹2,45,000",New Delhi
2022 Nissan MAGNITE,XE,Manual,"19,864 km",1st Owner,Petrol,"₹11,613/month","₹6,13,000","₹5,94,000",New Delhi
2019 Maruti Alto K10,LXI CNG (AIRBAG),Manual,"54,914 km",1st Owner,CNG,"₹6,256/month","₹3,37,000","₹3,20,000",New Delhi
2018 Honda City,1.5L I-VTE V CVT,Automatic,"31,071 km",1st Owner,Petrol,"₹16,198/month","₹10,27,000","₹8,51,000",New Delhi
2020 Ford Ecosport,TITANIUM + 1.5L PETROL AT,Automatic,"70,225 km",1st Owner,Petrol,"₹15,951/month","₹8,84,000","₹8,38,000",New Delhi
2018 Hyundai Verna,1.6 VTVT SX (O) AT,Automatic,"95,612 km",1st Owner,Petrol,"₹15,601/month","₹9,74,000","₹7,98,000",New Delhi
2014 Maruti Ciaz,ZXI AT,Automatic,"82,861 km",2nd Owner,CNG,"₹9,521/month","₹5,28,000","₹4,87,000",New Delhi
2019 Toyota Glanza,V CVT,Automatic,"27,336 km",1st Owner,Petrol,"₹14,037/month","₹7,54,000","₹7,18,000",New Delhi
2019 Hyundai NEW SANTRO,SPORTZ CNG,Manual,"71,016 km",1st Owner,CNG,"₹10,166/month","₹5,37,000","₹5,20,000",New Delhi
2021 Tata ALTROZ,XE PETROL,Manual,"26,438 km",1st Owner,Petrol,"₹11,222/month","₹6,20,000","₹5,74,000",New Delhi
2015 Toyota Etios,CROSS 1.2 G,Manual,"1,01,154 km",2nd Owner,Petrol,"₹6,862/month","₹4,08,000","₹3,51,000",New Delhi
2021 Hyundai AURA,S 1.2 CNG,Manual,"56,413 km",1st Owner,CNG,"₹14,037/month","₹7,63,000","₹7,18,000",New Delhi
2022 Mahindra XUV 3OO,W6 1.5 DIESEL,Manual,"30,377 km",1st Owner,Diesel,"₹18,139/month","₹10,33,000","₹9,53,000",New Delhi
2017 Maruti Swift,VXI,Manual,"71,763 km",1st Owner,Petrol,"₹8,367/month","₹5,02,000","₹4,28,000",New Delhi
2019 Hyundai VENUE,SX PLUS 1.0 TURBO DCT,Automatic,"43,903 km",2nd Owner,Petrol,"₹16,617/month","₹9,08,000","₹8,73,000",New Delhi
2010 Maruti Swift Dzire,VXI,Manual,"55,536 km",1st Owner,Petrol,"₹3,304/month","₹2,27,000","₹1,69,000",New Delhi
2013 Maruti Ertiga,ZXI,Manual,"82,355 km",1st Owner,Petrol,"₹9,814/month",N/A,"₹5,02,000",New Delhi
2018 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"4,601 km",1st Owner,Petrol,"₹9,599/month","₹5,05,000","₹4,91,000",New Delhi
2017 Tata Tiago,XZA PETROL,Automatic,"92,561 km",1st Owner,CNG,"₹8,035/month","₹4,34,000","₹4,11,000",New Delhi
2015 Maruti Swift,VXI,Manual,"80,189 km",2nd Owner,Petrol,"₹6,999/month","₹3,98,000","₹3,58,000",New Delhi
2017 Maruti Swift,LXI (O),Manual,"36,973 km",1st Owner,Petrol,"₹8,074/month","₹4,51,000","₹4,13,000",New Delhi
2013 Maruti A Star,VXI (ABS) AT,Automatic,"52,925 km",1st Owner,Petrol,"₹5,279/month","₹2,83,000","₹2,70,000",New Delhi
2021 Tata ALTROZ,XZ (O) PETROL,Manual,"14,805 km",1st Owner,Petrol,"₹14,428/month","₹8,25,000","₹7,38,000",New Delhi
2018 Maruti Baleno,DELTA CVT PETROL 1.2,Automatic,"57,129 km",1st Owner,Petrol,"₹10,362/month","₹5,93,000","₹5,30,000",New Delhi
2019 Maruti Baleno,DELTA PETROL 1.2,Manual,"76,397 km",1st Owner,CNG,"₹11,222/month","₹5,96,000","₹5,74,000",New Delhi
2018 Maruti Swift,VXI,Manual,"38,982 km",2nd Owner,Petrol,"₹9,853/month","₹5,69,000","₹5,04,000",New Delhi
2019 Maruti IGNIS,ZETA 1.2 AMT,Automatic,"29,395 km",1st Owner,Petrol,"₹10,733/month","₹6,18,000","₹5,49,000",New Delhi
2021 Honda City,1.5L I-VTEC ZX CVT,Automatic,"5,964 km",1st Owner,Petrol,"₹26,667/month","₹14,87,000","₹14,01,000",New Delhi
2010 Honda City,1.5L I-VTEC V EXCLUSIVE,Manual,"1,01,161 km",1st Owner,Petrol,"₹5,259/month","₹2,99,000","₹2,69,000",New Delhi
2020 Mahindra Bolero,B6 (O),Manual,"39,995 km",1st Owner,Diesel,"₹15,437/month",N/A,"₹8,11,000",New Delhi
2021 Renault Kwid,CLIMBER 1.0 (O),Manual,"24,136 km",2nd Owner,Petrol,"₹7,879/month","₹4,26,000","₹4,03,000",New Delhi
2016 Hyundai Grand i10,MAGNA AT 1.2 KAPPA VTVT,Automatic,"62,111 km",2nd Owner,Petrol,"₹7,605/month","₹4,43,000","₹3,89,000",New Delhi
2019 Maruti Baleno,DELTA PETROL 1.2,Manual,"24,602 km",1st Owner,Petrol,"₹11,691/month","₹7,10,000","₹5,98,000",New Delhi
2016 Hyundai Verna,1.6 CRDI SX,Manual,"67,567 km",1st Owner,Diesel,"₹12,141/month","₹7,16,000","₹6,21,000",New Delhi
2020 Ford New Figo,TITANIUM 1.2 PETROL MT,Manual,"66,583 km",1st Owner,CNG,"₹10,596/month","₹5,79,000","₹5,42,000",New Delhi
2018 Maruti Celerio,VXI CNG,Manual,"92,325 km",1st Owner,CNG,"₹7,781/month","₹4,28,000","₹3,98,000",New Delhi
2016 Hyundai Creta,SX PLUS 1.6 PETROL,Manual,"84,716 km",2nd Owner,Petrol,"₹14,643/month","₹8,16,000","₹7,49,000",New Delhi
2018 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"35,828 km",1st Owner,Petrol,"₹8,211/month","₹5,24,000","₹4,20,000",New Delhi
2010 Honda Accord,2.4L I-VTEC AT,Automatic,"1,06,053 km",3rd Owner,Petrol,"₹5,044/month",N/A,"₹2,58,000",New Delhi
2018 Hyundai Creta,SX AT 1.6 PETROL,Automatic,"41,445 km",1st Owner,Petrol,"₹18,311/month",N/A,"₹9,62,000",New Delhi
2017 Hyundai Grand i10,SPORTZ (O) 1.2 KAPPA VTVT,Manual,"70,972 km",1st Owner,Petrol,"₹8,719/month","₹4,60,000","₹4,46,000",New Delhi
2022 Renault TRIBER,RXT,Manual,"16,813 km",1st Owner,Petrol,"₹13,842/month","₹7,48,000","₹7,08,000",New Delhi
2016 Maruti Baleno,ZETA PETROL 1.2,Manual,"94,499 km",1st Owner,Petrol,"₹9,267/month","₹4,97,000","₹4,74,000",New Delhi
2022 Tata ALTROZ,XZA PLUS,Automatic,"19,921 km",1st Owner,Petrol,"₹16,331/month","₹9,24,000","₹8,58,000",New Delhi
2019 Hyundai VENUE,SX PLUS 1.0 TURBO DCT,Automatic,"23,234 km",1st Owner,Petrol,"₹18,063/month","₹10,07,000","₹9,49,000",New Delhi
2019 KIA SELTOS,HTK PLUS 1.5 DIESEL,Manual,"70,292 km",1st Owner,Diesel,"₹19,358/month","₹11,69,000","₹10,17,000",New Delhi
2021 Tata Tiago,XE 1.2 REVOTRON,Manual,"19,811 km",1st Owner,Petrol,"₹9,501/month","₹5,38,000","₹4,86,000",New Delhi
2019 Maruti Ciaz,DELTA 1.5 SHVS MT PETROL,Manual,"29,516 km",1st Owner,Petrol,"₹13,020/month","₹7,42,000","₹6,66,000",New Delhi
2017 Maruti Baleno,DELTA PETROL 1.2,Manual,"95,168 km",1st Owner,Petrol,"₹9,951/month","₹5,55,000","₹5,09,000",New Delhi
2013 Maruti Swift,VXI,Manual,"80,824 km",1st Owner,Petrol,"₹5,982/month","₹3,35,000","₹3,06,000",New Delhi
2015 Maruti Swift,VXI,Manual,"75,206 km",1st Owner,Petrol,"₹8,016/month","₹4,29,000","₹4,10,000",New Delhi
2020 Hyundai Creta,SX (O) 1.4 TURBO DCT,Automatic,"99,749 km",1st Owner,Petrol,"₹25,468/month","₹14,20,000","₹13,38,000",New Delhi
2019 KIA SELTOS,HTX 1.5 PETROL,Manual,"38,025 km",2nd Owner,Petrol,"₹20,766/month",N/A,"₹10,91,000",New Delhi
2017 Honda WR-V,1.2L I-VTEC S MT,Manual,"24,349 km",2nd Owner,Petrol,"₹11,515/month","₹6,36,000","₹5,89,000",New Delhi
2021 Maruti S PRESSO,VXI CNG,Manual,"62,657 km",1st Owner,CNG,"₹8,739/month","₹4,93,000","₹4,47,000",New Delhi
2020 Ford Ecosport,TITANIUM 1.5L THUNDER EDTION DIESEL,Manual,"54,224 km",1st Owner,Diesel,"₹16,940/month","₹8,99,000","₹8,90,000",New Delhi
2017 Hyundai Xcent,SX 1.2,Manual,"58,147 km",1st Owner,Petrol,"₹8,837/month","₹5,31,000","₹4,52,000",New Delhi
2015 Honda City,1.5L I-VTEC VX CVT,Automatic,"76,854 km",2nd Owner,CNG,"₹12,023/month","₹6,65,000","₹6,15,000",New Delhi
2017 Hyundai Creta,SX PLUS AT 1.6 PETROL,Automatic,"90,347 km",2nd Owner,Petrol,"₹16,598/month","₹9,44,000","₹8,72,000",New Delhi
2019 Maruti IGNIS,DELTA 1.2 AMT,Automatic,"6,669 km",1st Owner,Petrol,"₹10,987/month","₹5,74,000","₹5,62,000",New Delhi
2018 Datsun Redi Go,1.0 T(O) AT,Automatic,"66,836 km",1st Owner,Petrol,"₹5,239/month",N/A,"₹2,68,000",New Delhi
2011 Hyundai i20,MAGNA (O) 1.2,Manual,"66,380 km",1st Owner,CNG,"₹4,360/month","₹2,28,000","₹2,23,000",New Delhi
2017 Ford Ecosport,TREND+ 1.0L ECOBOOST,Manual,"76,676 km",1st Owner,Petrol,"₹10,635/month","₹5,74,000","₹5,44,000",New Delhi
2022 Tata TIGOR,XZ PLUS PETROL,Manual,"10,380 km",1st Owner,Petrol,"₹13,666/month","₹7,94,000","₹6,99,000",New Delhi
